ID,Plant,Height,Width 1,Width 2,Stem Diameter,Pot Size,Date Planted,Notes
1227,ADFA (Orange + Green),45.3,43.8,29.2,1.01,2 GAL,2/4/20,
1228,CEOL (Orange),10.1,7.1,5.8,0.2,,2/29,
1229,HEWH (White),15.8,37.3,26.2,,,2/29,
1230,SAAP (White + Green),17.6,4.8,4.4,0.35,,2/20/20,
1231,HEAR,13.5,15.3,11.4,0.5,,2/29,
1232,HEWH (White),21.1,35.7,27.9,,,2/29,
1233,SAME (Orange + Pink),15.9,5.4,4.2,0.23,,2/29,
1234,CEOL (Orange),8.3,6.4,5.7,0.26,,2/29,
1235,MALA (White + Yellow),24.4,11.8,12.6,0.45,,3/3,
1236,RHOV (White + Pink),15.1,6.8,7.1,0.49,,2/29,
1237,RHOV (White + Pink),8.7,7.6,7.3,0.4,,2/29,
1238,ADFA (Orange + Green),54.3,57.9,40.3,1.34,2 GAL,2/4/20,
1239,ADFA (Orange + Green),61.2,50.5,45.5,2.23,2 GAL,2/21/20,already brown
1240,ADFA (Orange + Green),60.2,61.7,51.5,1.7,2 GAL,2/21/20,
1241,HEWH (White),16.6,55.8,35.7,,,2/29,
1242,SANI (Orange + Yellow),14.75,20,20,0.42,,2/18/20,
1243,ADFA (Orange + Green),39.1,48.6,49.8,0.7,1 GAL,2/21/20,
1244,RHOV (White + Pink),12.88,7.8,5.97,0.44,,2/4/20,
1245,ADFA (Orange + Green),46.2,58.9,55.3,0.7,1 GAL,2/21/20,
1246,SANI (Orange + Yellow),7.5,13.8,12.8,0.23,,2/18/20,
1247,ADFA (Orange + Green),58.6,46.1,33.1,1.6,2 GAL,2/21/20,
1248,SANI (Orange + Yellow),11,20,15.75,0.41,,2/18/20,
1249,ADFA (Orange + Green),49.2,59.5,39.8,0.5,1 GAL,2/21/20,
1250,RHOV (White + Pink),7.67,6.19,4.76,0.36,,2/4/20,
1251,ENCA (Pink),32.1,24.9,9.8,0.39,,3/3,
1252,HEWH (White),16.3,29.7,20.6,,,3/3,
1253,RHOV (White + Pink),,,,,,,already planted
1254,CEOL (Orange),7,4,3.3,0.18,,2/20/20,
1255,RHOV (White + Pink),8.25,7.01,4.7,0.42,,2/4,
1256,HEWH (White),11,26.1,18.1,,,3/2,
1257,HEWH (White) RHOV,18,10.7,10.3,0.71,,2/20/20,
1258,RHOV (White + Pink),7.46,4.78,4.83,0.34,,2/4/20,
1259,CEOL (Orange),7.4,5.2,5.1,0.27,,2/20/20,
1260,RHOV (White + Pink),8.67,7.1,3.44,0.32,,2/4/20,
1261,RHOV (White + Pink),5.36,4.02,4.2,0.24,,2/4/20,
1262,MALA (White + Yellow),45.7,29.2,26.3,0.6,,2/21/20,
1263,SANI (Orange + Yellow),12.2,9.8,7.6,0.42,,2/18/20,
1264,RHOV (White + Pink),7.75,0.5,6,0.26,,2/7,
1265,HEWH (White),24.2,27.2,28.5,,,2/5/20,
1266,RHOV (White + Pink),5.38,4.92,4.44,0.27,,2/3/20,
1267,CEOL (Orange),16.5,13.9,11.5,3.6,,2/5/20,
1268,HEWH (White),32.9,48,10.1,,,2/5/20,
1269,MALA (White + Yellow),35.75,13.25,12.5,0.41,,2/14/20,
1270,ADFA (Orange + Green),69,34,33.5,0.95,2 GAL,,
1271,SAME (Orange + Pink),21.4,9.9,7.4,0.57,,2/3/20,
1272,ENCA (Pink),43.1,8.72,6.93,0.43,,2/5/20,
1273,ENCA (Pink),31.2,8.2,8.6,0.66,,2/5/20,
1274,ADFA (Orange + Green),39.4,54.6,43.5,0.76,1 GAL,2/3/20,
1275,ADFA (Orange + Green),51,42.1,31.2,1.34,2 GAL,2/4/20,
1276,RHOV (White + Pink),12.7,7.9,6.4,0.41,,3/27/20,replant and moved
1277,MALA (White + Yellow),38.4,14.3,13.9,0.43,,2/21/20,
1278,SANI (Orange + Yellow),13.75,24.5,16.75,0.6,,2/18/20,
1279,HEWH (White),22.1,48.3,29.2,,,3/3,
1280,SANI (Orange + Yellow),8.4,20.5,12.3,0.39,,2/21/20,
1281,CEOL (Orange),12,12.1,7.2,0.3,,3/2,
1282,CEOL (Orange),,,,,,,already planted
1283,ENCA (Pink),7.2,4.9,3.4,0.15,,2/21/20,
1284,HEWH (White),27.3,51.4,12.3,,,3/3,
1285,CEOL (Orange),20,11.6,6.5,0.26,,2/6/20,
1286,HEWH (White),27.2,43.4,31.2,,,2/27,
1287,HEWH (White),31.4,34.3,13.7,,,2/27,
1288,SAAP (White + Green),23.4,12.6,10.3,0.39,,2/13/20,
1289,ADFA (Orange + Green),63.5,34.6,32.9,1.3,2 GAL,2/21/20,
1290,HEAR,20.8,15.6,13.1,0.27,,2/27,
1291,SAME (Orange + Pink),13.25,7.5,6.8,0.29,,3/3,
1292,ENCA (Pink),32,6.5,5.25,0.55,,3/3,
1293,HEWH (White),12.2,53.1,19,,,3/2,
1294,RHOV (White + Pink),6,5.5,3.25,0.28,,2/7/20,
1295,CEOL (Orange),8.3,7.1,5.9,0.2,,2/20/20,
1296,MALA (White + Yellow),38.8,18.8,13,0.4,,2/21/20,
1297,HEWH (White),22.4,53.75,37.75,,,3/3,
1298,ADFA (Orange + Green),52.4,63.2,50.7,0.81,1 GAL,2/21/20,
1299,CEOL (Orange),14,7.5,5.7,0.22,,2/21/20,
1300,ENCA (Pink),6.8,21.5,8.2,0.3,,3/2,
1301,ADFA (Orange + Green),28,35.1,38.9,0.54,1 GAL ,2/3/20,
1302,HEWH (White),22,43.5,41.5,1.41,,2/18/20,
1303,ENCA (Pink),26.25,7.5,6.5,0.34,,2/6/20,
1304,ENCA (Pink),30,7.5,6,0.31,,2/6/20,
1305,ADFA (Orange + Green),64.5,44,37,1.8,2 GAL,2/7,
1306,MALA (White + Yellow),40,13.75,13.5,0.37,,2/27,
1307,SAAP (White + Green),4.8,10.6,10.4,0.263,,2/29,
1308,ENCA (Pink),32,7.5,7.1,0.35,,2/27,
1309,NO PLANT,,,,,,,i-button present
1310,RHOV (White + Pink),15.4,7.93,6.86,0.43,,2/6/20,
1311,HEWH (White),14.1,26,19.2,,,2/29,
1312,RHOV (White + Pink),8,7.25,4.5,0.33,,2/6/20,
1313,RHOV (White + Pink),12.25,12.5,6.5,0.57,,2/6/20,
1314,SAME (Orange + Pink),8.3,6.2,4.6,0.3,,2/29,
1315,ENCA (Pink),29,11,10.5,0.37,,2/6/20,
1316,SAME (Orange + Pink),6.4,4.9,4.4,0.24,,2/29,
1317,HEWH (White),24.8,31.5,11.5,,,2/29,
1318,SANI (Orange + Yellow),11.6,13.1,9.6,0.35,,2/29,
1319,SAAP (White + Green),13.9,6.3,6,0.35,,2/29,
1320,SAME (Orange + Pink),8.8,8.9,6.1,0.21,,2/29,
1321,CEOL (Orange),25.75,25.5,5.25,0.45,,2/6/20,
1322,RHOV (White + Pink),11.5,9.5,9,0.46,,2/6/20,
1323,HEWH (White),20.9,32.9,11.6,,,2/29,
1324,SAME (Orange + Pink),10.4,9.4,6.9,0.2,,2/29,
1325,SAME (Orange + Pink),14.7,5.9,4.7,,,2/29,
1326,MALA (White + Yellow),31.4,11.8,11.4,0.39,,2/29,
1327,SANI (Orange + Yellow),6,9.9,4.3,2.9,,2/29,
1328,SAME (Orange + Pink),9.8,6.1,3.5,0.13,,2/29,
1329,HEWH (White),35.6,58.2,38.8,0.26,,2/29,ant hill
1330,ENCA (Pink),31.25,7.5,6.5,0.44,,2/6/20,
1331,SAME (Orange + Pink),10.4,4.2,4.8,0.212,,2/29,
1332,ENCA (Pink),27.5,6.5,5.5,0.31,,2/6/20,
1333,HEWH (White),19.8,41,27.4,,,2/29,
1334,HEWH (White),30.3,56.2,48.7,,,2/29,gopher - moved plot
1335,ENCA (Pink),29.5,9.7,8.2,0.194,,2/29,
1336,NO PLANT,,,,,,,doesnt exist
1337,NO PLANT,,,,,,,doesnt exist
1338,CEOL (Orange),25.75,16,11.5,0.26,,2/6/20,
1339,HEWH (White),33,57.2,8,,,2/18/20,
1340,CEOL (Orange),10.75,7,6,0.12,,2/6/20,
1341,SANI (Orange + Yellow),17.3,17.8,15.9,0.43,,2/18/20,
1342,ENCA (Pink),34.6,25.1,4.3,0.347,,2/29,
1343,SAAP (White + Green),20.5,14.6,8,0.27,,2/18/20,
1344,CEOL (Orange),8.75,7.75,7.25,0.15,,2/6/20,
1345,RHOV (White + Pink),12.5,9.5,8.75,0.63,,2/6/20,
1346,HEWH (White),23,45.6,29.5,,,2/29,
1347,ADFA (Orange + Green),54,64,47,1.53,2 GAL,2/6/20,
1348,MALA (White + Yellow),41.2,21,14,0.48,,2/18/20,
1349,SAME (Orange + Pink),8.6,5.8,4.3,0.19,,3/3,
1350,RHOV (White + Pink),10.5,9.75,6.5,0.44,,2/6/20,
1351,ADFA (Orange + Green),56.5,44.5,30,2.2,2 GAL,2/6/20,
1352,CEOL (Orange),19.5,9.5,10.5,0.21,,2/6/20,
1353,RHOV (White + Pink),8.75,9.75,6,0.44,,2/6/20,
1354,HEWH (White),20.2,29.7,27,,,2/18/20,
1355,SANI (Orange + Yellow),14.5,22,19.7,0.44,,2/18/20,
1356,RHOV (White + Pink),10.75,7.25,6,0.51,,2/6/20,
1357,ENCA (Pink),24.9,17.1,14.3,0.37,,2/29,
1358,CEOL (Orange),14.5,9,6,0.38,,2/6/20,
1359,ADFA (Orange + Green),25.2,62.4,24.6,0.58,1 GAL,2/29,
1360,CEOL (Orange),3.7,3,2,0.14,,2/29,
1361,ENCA (Pink),23.75,18.75,15.75,0.29,,2/29,
1362,ADFA (Orange + Green),44.6,43.5,42.75,0.7,1 GAL,2/29,
1363,SAME (Orange + Pink),8.6,5.3,5,0.22,,2/29,
1364,RHOV (White + Pink),5.08,5.11,5.09,0.22,,2/6/20,
1365,ENCA (Pink),28.25,26,21.75,0.38,,2/29,
1366,SAAP (White + Green),12.1,9.4,9,0.39,,2/29,
1367,RHOV (White + Pink),6.26,5.35,5.26,0.22,,2/6/20,
1368,RHOV (White + Pink),11.5,6.29,5.44,0.41,,2/6/20,
1369,ENCA (Pink),29.4,23.1,5.9,0.37,,2/6/20,
1370,HEWH (White),12,14.9,3,,,2/18/20,
1371,CEOL (Orange),21,13.1,10.1,0.19,,2/6/20,
1372,HEWH (White),24.5,20,34.2,,,2/18/20,
1373,MALA (White + Yellow),24,11.25,11.25,0.301,,2/21/20,
1374,SANI (Orange + Yellow),13.1,24.5,13.4,0.34,,2/21/20,
1375,CEOL (Orange),9.1,6.6,4.4,0.3,,2/29,
1376,HEAR,17.9,13.2,9.6,0.322,,2/29,
1377,SANI (Orange + Yellow),11,23.5,21.25,0.41,,2/18/20,
1378,SAME (Orange + Pink),8.5,6.2,5.4,0.27,,2/29,
1379,HEWH (White),16.3,37.1,33.3,,,2/29,
1380,RHOV (White + Pink),9.25,7.5,6.5,0.39,,2/7/20,
1381,CEOL (Orange),7.75,6,5.4,0.25,,2/29,
1382,SAME (Orange + Pink),8,7.1,6.2,0.23,,2/29,plot moved bc gopher
1383,RHOV (White + Pink),14.7,12.4,9.9,0.6,,2/21/20,
1384,CEOL (Orange),6.5,6.4,6.1,0.21,,2/20/20,
1385,SAAP (White + Green),12.2,15.3,14.4,0.6,,2/29,
1386,RHOV (White + Pink),9,8.25,6,0.41,,2/7/20,
1387,CEOL (Orange),14.3,8,6.7,0.22,,3/3,
1388,CEOL (Orange),9.3,6.7,4.4,0.15,,2/29,
1389,HEWH (White),24.2 OR 13.75,50 OR 47.5,17.8 OR 7,,,2/29,measured on two different data sheets: maybe one is meant to be 1398?
1390,RHOV (White + Pink),12.4,7.1,5.1,0.42,,3/27/20,replant and moved
1391,CEOL (Orange),9.2,5.3,4.3,0.37,,2/29,
1392,CEOL (Orange),19.6,8.5,6.2,0.26,,3/2,
1393,SANI (Orange + Yellow),10,19.5,11,0.42,,2/20/20,
1394,ADFA (Orange + Green),57,49,22.5,0.7,1 GAL,2/21/20,
1395,ADFA (Orange + Green),63.5,42.5,20,2.5,2 GAL,2/21/20,
1396,HEWH (White),37.3,56.1,34.9,,,2/29,
1397,MALA (White + Yellow),28.2,16.2,9.2,0.39,,2/21/20,
1398,NO PLANT,,,,,,,
1399,RHOV (White + Pink),15.4,8.55,6.03,0.65,,2/6/20,
1400,SAAP (White + Green),13.1,7.1,3.7,0.22,,2/28,
1401,CEOL (Orange),14.5,8,7.2,0.22,,2/20/20,
1402,RHOV (White + Pink),13.2,9.6,7.3,0.43,,3/27/20,replant
1403,MALA (White + Yellow),35.7,12.4,11.8,0.4,,2/21/20,
1404,HEAR,11.5,10.8,8.7,0.37,,3/4,
1405,RHOV (White + Pink),7.51,5.61,5.24,0.32,,2/6/20,
1406,CEOL (Orange),9.5,7.4,6.8,0.2,,2/28,
1407,HEAR,8,11.8,9.9,0.37,,3/4,
1408,RHOV (White + Pink),11.51,7.41,4.83,0.56,,2/6/20,
1409,HEAR,16.9,8.7,8.3,0.41,,3/4,
1410,HEAR,12.1,9.2,9.1,0.34,,3/4,
1411,HEAR,8.9,9,6.1,0.29,,3/4,
1412,RHOV (White + Pink),12.9,8.8,4.48,0.37,,2/6/20,
1413,RHOV (White + Pink),9.5,6.9,6.5,0.49,,3/27/20,replant
1414,RHOV (White + Pink),14,6.41,5.81,0.49,,2/6/20,
1415,HEAR,10.1,7.7,6.9,0.28,,3/4,
1416,HEAR,9.5,10.1,7.4,0.35,,3/4,
1417,HEAR,11.6,10.3,9.2,0.32,,3/4,
1418,ADFA (Orange + Green),60.3,56.8,29.6,1.24,2 GAL,2/21/20,
1419,SAAP (White + Green),11.6,12.5,5.8,0.3,,2/29,
1420,HEAR,8.3,9.7,7.6,0.34,,3/4,
1421,HEAR,12,9.7,8.6,0.32,,3/4,
1422,HEAR,5.3,5.2,4.5,0.2,,3/4,
1423,HEAR,9.4,6.5,6.4,0.3,,3/4,
1424,HEAR,11.4,7.8,7.2,0.41,,3/4,
1425,HEAR,12,15.8,11,0.4,,3/4,
1426,HEAR,10.2,8,7.3,0.3,,3/4,
1427,HEAR,10.3,8.3,6.4,0.33,,3/4,
1428,HEAR,7.6,8.2,5.5,0.29,,3/4,
1429,HEAR,14.9,14,13.9,0.39,,3/4,
1430,HEAR,20.2,14.6,11.8,0.51,,3/4,
1431,HEAR,11.1,11.2,10.4,0.38,,3/4,
1432,HEAR,11.4,9.8,7.4,0.29,,3/4,
1433,HEAR,7.7,11.6,4.9,0.4,,3/4,
1434,HEAR,16.6,17,12.9,0.34,,3/4,
1435,HEAR,8.9,10.6,8.8,0.5,,3/4,
1436,HEAR,13.1,9.4,7.8,0.41,,3/4,
1437,HEAR,12.7,9.2,6.7,0.3,,3/4,
1438,HEAR,12.5,8.4,7.3,0.3,,3/4,
1439,HEAR,9,10.1,7.6,0.3,,3/5,
1440,HEAR,9.3,8,6.5,0.22,,3/5,
1441,HEAR,7.8,6.7,4.2,0.23,,3/5,
1442,HEAR,12.5,9.4,6.4,0.4,,3/4,
1443,HEAR,8.3,11.2,6.1,0.49,,3/5,
1444,HEAR,9.4,9.1,7.8,0.6,,3/5,
1445,HEAR,9.4,10.4,5.5,0.42,,3/5,
1446,HEAR,10.6,10.9,5.1,0.27,,3/5,
1447,HEAR,13,8.7,6.5,0.3,,3/4,
1448,HEAR,8.5,7,5.6,0.26,,3/5,
1449,HEAR,10.6,9.6,9.7,0.4,,3/4,
1450,HEAR,9.6,8.6,7.3,0.3,,3/4,
1451,HEAR,7.6,7.8,4.9,0.3,,3/5,
1452,HEAR,9.1,10.2,7.1,0.3,,3/5,
1453,HEAR,11.4,9.3,6.8,0.4,,3/4,
1454,HEAR,8.2,10.6,7.4,0.57,,3/5,
1455,HEAR,7.9,9.4,5.7,0.21,,3/4,
1456,HEAR,8.4,9.7,5.7,0.32,,3/4,
1457,HEAR,7.7,6.8,6.3,0.27,,3/4,
1458,HEAR,13.9,12.9,10.8,0.35,,3/5,
1459,HEAR,10.8,7.2,6.3,0.29,,3/5,
1460,HEAR,8.1,7.6,4.9,0.31,,3/5,
1461,HEAR,7.3,5.3,5,0.3,,3/5,
1462,ADFA (Orange + Green),20.2,60.75,40,0.88,1 GAL,3/5,
1463,ADFA (Orange + Green),56.75,38,37.25,1.21,2 GAL,3/5,
1464,ADFA (Orange + Green),42.5,62,33,1.69,2 GAL,3/5,
1465,ADFA (Orange + Green),52.75,30.75,23.75,1,2 GAL,3/5,
1466,ADFA (Orange + Green),51,22.5,16.75,0.76,1 GAL,3/5,
1467,ADFA (Orange + Green),48.25,65,32.5,1.28,2 GAL,3/5,
1468,ADFA (Orange + Green),36,36,24.25,1.62,2 GAL,3/5,
1469,ADFA (Orange + Green),58,59.5,50.25,1.98,2 GAL,3/5,
1470,ADFA (Orange + Green),54.25,37.25,36.5,1.55,2 GAL,3/5,
1471,ADFA (Orange + Green),55.25,41.5,33.3,1.29,2 GAL,3/5,
1472,ADFA (Orange + Green),50.1,36.25,29,1.11,2 GAL,3/5,
1473,ADFA (Orange + Green),58.25,36,35.25,1.38,2 GAL,3/5,
1474,ADFA (Orange + Green),36.75,36.75,31,0.52,1 GAL,3/5,
1475,ADFA (Orange + Green),62,53.5,47.25,0.58,1 GAL,3/5,
1476,ADFA (Orange + Green),53.5,33,27.5,1.12,2 GAL,3/5,
1477,ADFA (Orange + Green),42.9,41.75,27.5,0.61,1 GAL,3/5,
1478,HEAR,7.1,6.3,3,0.31,,3/5,
1479,SANI (Orange + Yellow),10.6,14.5,6.3,0.4,,3/6,
1480,HEAR,10.6,8.2,8.1,0.22,,3/5,
1481,HEAR,6.9,11.1,6,0.41,,3/5,
1482,HEAR,10.1,7.6,6.8,0.3,,3/5,
1483,HEAR,6.3,9.1,5.3,0.29,,3/5,
1484,HEAR,8.6,7.7,7.2,0.43,,3/5,
1485,HEAR,8.6,11.6,8.1,0.44,,3/5,
1486,HEAR,7.2,7.5,6.8,0.3,,3/5,
1487,HEAR,7.9,8.2,8.6,0.34,,3/5,
1488,HEAR,10.2,6.1,5,0.29,,3/5,
1489,NO PLANT,,,,,,,
1490,NO PLANT,,,,,,,
1491,HEAR,12.9,8.3,7.3,0.26,,3/5,
1492,HEAR,9.8,7.2,7,0.38,,3/5,
1493,HEAR,9,9.2,6.2,0.38,,3/5,
1494,HEAR,7.7,9.9,8.1,0.31,,3/5,
1495,HEAR,8.6,6.3,5.9,0.5,,3/5,
1496,HEAR,8.9,9.1,6,0.35,,3/5,
1497,HEAR,8.5,6.4,5.2,0.28,,3/5,
1498,HEAR,10.1,8.9,8.8,0.43,,3/5,
1499,HEAR,6.8,7.2,6.8,0.39,,3/5,
1500,HEAR,8.7,13.6,3.4,0.48,,3/5,
1501,SAME (Orange + Pink),9.6,4.2,3.5,0.15,,3/6,
1502,SANI (Orange + Yellow),10.4,12.1,10.9,0.25,,3/6,
1503,SAME (Orange + Pink),9,5.1,5,0.19,,3/6,
1504,SAME (Orange + Pink),5.1,2.5,2,0.14,,3/6,
1505,SANI (Orange + Yellow),8.2,11.1,7.5,0.24,,3/6,
1506,SANI (Orange + Yellow),15.2,15.1,13.5,0.41,,3/6,
1507,HEAR,11.1,11,6.9,0.23,,3/5,
1508,HEAR,7.9,8.1,3.2,0.52,,3/5,
1509,HEAR,8.3,6.2,3.8,0.23,,3/5,
1510,HEAR,18.3,11.6,10.4,0.61,,3/9,
1511,HEAR,13.8,7.9,7.8,0.47,,3/5,
1512,HEAR,9.1,7.8,2.8,0.37,,3/5,
1513,HEAR,8.2,9.8,8,0.44,,3/5,
1514,HEAR,10.4,9,6.2,0.33,,3/5,
1515,HEAR,14.1,18.8,12.4,0.32,,3/5,
1516,NO PLANT,,,,,,,
1517,SAME (Orange + Pink),13.9,5.2,5.1,0.23,,3/5,
1518,HEAR,36.1,20.7,19.6,0.48,,3/5,
1519,HEAR,6.8,6.9,6.3,0.31,,3/5,
1520,HEAR,7.8,9.4,4.8,0.47,,3/5,
1521,HEAR,7.3,9,7.1,0.3,,3/5,
1522,HEAR,7.3,8.6,8.6,0.4,,3/5,
1523,HEAR,13.4,13.1,10.4,0.4,,3/5,
1524,HEAR,12.3,13.7,13.7,0.6,,3/5,
1525,HEAR,8.4,7.1,4.1,0.3,,3/5,
1526,HEAR,10.3,8.4,5.2,0.7,,3/5,
1527,HEAR,6.6,9.4,7,0.6,,3/5,
1528,HEAR,6.4,7.6,7.7,0.4,,3/5,
1529,HEAR,5.7,10.6,4.5,0.4,,3/5,
1530,HEAR,4.6,6.7,7.5,0.4,,3/5,
1531,SANI (Orange + Yellow),10.1,10.6,10.6,0.3,,3/6,
1532,SAME (Orange + Pink),10.5,7.8,7.2,0.3,,3/6,
1533,SANI (Orange + Yellow),9.4,13.3,9.3,0.3,,3/6,
1534,SANI (Orange + Yellow),6.8,20.9,10.7,0.4,,3/6,
1535,HEAR,7.25,8.4,3.9,0.36,,3/5,
1536,HEAR,8.6,7,4.9,0.41,,3/5,
1537,HEAR,3.1,13.6,7.4,0.5,,3/5,
1538,HEAR,6.3,8.25,6,0.38,,3/5,
1539,HEAR,6.4,4.8,3.9,0.25,,3/5,
1540,SANI (Orange + Yellow),5.5,12.1,9,0.5,,3/6,
1541,SANI (Orange + Yellow),12.6,14.1,9.2,0.3,,3/6,
1542,SAME (Orange + Pink),10.7,6.5,6.3,0.4,,3/6,
1543,SAME (Orange + Pink),12.3,9.1,7.5,0.3,,3/6,
1544,SANI (Orange + Yellow),7.1,14.1,8.3,0.4,,3/6,
1545,SAME (Orange + Pink),3.4,1.8,1,0.2,,3/6,
1546,SAME (Orange + Pink),6.5,5.3,5.1,0.3,,3/6,
1547,SANI (Orange + Yellow),2.9,4.5,3.7,0.3,,3/6,
1548,SANI (Orange + Yellow),7.6,16.1,11.4,0.3,,3/6,
1549,SAME (Orange + Pink),6.1,4.1,2.6,0.2,,3/6,
1550,SANI (Orange + Yellow),13.1,26.7,23.1,0.7,,3/6,
1551,SANI (Orange + Yellow),9.1,15.1,14.4,0.3,,3/6,
1552,SANI (Orange + Yellow),7.5,12,10.5,0.35,,3/6,
1553,SANI (Orange + Yellow),9.75,19.25,15.75,0.4,,3/6,
1554,SAME (Orange + Pink),5.25,5.25,5.1,0.25,,3/6,
1555,SAME (Orange + Pink),4.2,3.25,2.8,0.19,,3/6,
1556,SAME (Orange + Pink),5.75,10.8,6.9,0.39,,3/6,
1557,SANI (Orange + Yellow),8.4,12.9,10.4,0.31,,3/6,
1558,SAME (Orange + Pink),11.8,5.9,5.6,0.25,,3/6,
1559,SANI (Orange + Yellow),7.75,13.6,13.5,0.43,,3/6,
1560,SANI (Orange + Yellow),8.25,13,11.2,0.32,,3/6,
1561,SANI (Orange + Yellow),9.75,16.6,10.7,0.47,,3/6,
1562,SAME (Orange + Pink),4.9,4.4,3.9,0.24,,3/6,
1563,SANI (Orange + Yellow),4.4,9.4,6.5,0.32,,3/6,
1564,SANI (Orange + Yellow),15.5,20.9,14.5,0.32,,3/6,
1565,SAME (Orange + Pink),6.4,4,3.5,0.25,,3/6,
1566,SANI (Orange + Yellow),7.2,10.9,7.3,0.25,,3/6,
1567,SAME (Orange + Pink),5.1,4.3,3.9,0.23,,3/6,
1568,SANI (Orange + Yellow),12.5,12.25,6.25,0.56,,3/6,
1569,SANI (Orange + Yellow),7.5,12.9,12.8,0.39,,3/6,
1570,SAME (Orange + Pink),5,3.25,2.4,0.22,,3/6,
1571,SANI (Orange + Yellow),8,8.8,7.8,0.32,,3/6,
1572,SAME (Orange + Pink),1.7,4.9,4.3,0.18,,3/6,
1573,SANI (Orange + Yellow),7.8,9.2,4.5,0.31,,3/6,
1574,SANI (Orange + Yellow),11,16.1,11.6,0.3,,3/6,
1575,SAME (Orange + Pink),4.8,4.1,3.7,0.18,,3/6,
1576,SANI (Orange + Yellow),10.6,11.2,8.8,0.19,,3/6,
1577,SANI (Orange + Yellow),10,9.8,8.1,0.18,,3/6,
1578,SANI (Orange + Yellow),8.5,18.6,14.3,0.32,,3/6,
1579,SANI (Orange + Yellow),3,2.6,1.9,0.16,,3/6,
1580,SAME (Orange + Pink),9.6,5,4.4,0.26,,3/6,
1581,SANI (Orange + Yellow),12,21.9,15.6,0.51,,3/6,
1582,SAME (Orange + Pink),9.6,7.5,5.5,0.19,,3/6,
1583,SAME (Orange + Pink),4.2,3.3,2.9,0.2,,3/6,
1584,SAME (Orange + Pink),6.5,4.9,3.9,0.5,,3/6,
1585,SANI (Orange + Yellow),9,7.6,5.3,0.27,,3/6,
1586,SANI (Orange + Yellow),10.1,14,9.9,0.3,,3/6,
1587,SANI (Orange + Yellow),14.8,17.6,18.6,0.9,,3/6,
1588,SAME (Orange + Pink),3.3,4.3,3.9,0.16,,3/6,
1589,SANI (Orange + Yellow),15,20.9,16.6,0.63,,3/6,
1590,HEAR,9.7,12.6,11.25,0.32,,3/9,
1591,HEAR,5.7,16.25,12.25,0.38,,3/9,
1592,HEAR,6.5,12.4,11,0.39,,3/9,
1593,HEAR,12.8,16,15.5,0.33,,3/9,
1594,SANI (Orange + Yellow),3.8,7.7,7.6,0.3,,3/9,
1595,SAME (Orange + Pink),8.4,7.7,6.7,0.26,,3/9,
1596,SAME (Orange + Pink),6.5,5.4,4.2,0.26,,3/9,
1597,SANI (Orange + Yellow),6.9,7,6.2,0.31,,3/9,
1598,SAME (Orange + Pink),3.4,4,3.5,0.21,,3/9,
1599,SANI (Orange + Yellow),9.4,10.6,10.5,0.35,,3/6,
1600,SANI (Orange + Yellow),12.3,28.5,15.2,0.38,,3/6,
1601,SAME (Orange + Pink),6.2,5.5,5.3,0.19,,3/9,
1602,SANI (Orange + Yellow),6.25,20.4,8.4,0.39,,3/9,
1603,SANI (Orange + Yellow),5.8,12.3,8.5,0.29,,3/9,
1604,SAME (Orange + Pink),4.5,3.9,2.9,0.27,,3/9,
1605,HEAR,15.4,15.6,14.1,0.35,,3/9,
1606,SAME (Orange + Pink),10.2,3.4,3.2,0.16,,3/9,
1607,SANI (Orange + Yellow),9.1,10.3,8.8,0.52,,3/9,
1608,SAME (Orange + Pink),8.4,5.4,4.8,0.23,,3/9,
1609,SANI (Orange + Yellow),8.2,15.8,7.9,0.39,,3/9,
1610,SAME (Orange + Pink),8,3.4,3.3,0.25,,3/9,
1611,SANI (Orange + Yellow),13.6,12.3,7.8,0.28,,3/9,
1612,SAME (Orange + Pink),8.3,5.2,4.9,0.24,,3/9,
1613,SANI (Orange + Yellow),6.9,10.2,7.7,0.18,,3/9,
1614,ADFA (Orange + Green),96.5,70.3,35.6,1.4,2 GAL,3/9,
1615,SAME (Orange + Pink),13.8,10.2,7.8,0.22,,3/9,
1616,SANI (Orange + Yellow),10,9.9,9.6,0.33,,3/9,
1617,ADFA (Orange + Green),58.6,36.4,29.6,0.9,2 GAL,3/9,
1618,HEAR,13,14.8,10.3,0.37,,3/9,
1619,SANI (Orange + Yellow),5.6,9.5,6.8,0.32,,3/9,
1620,ADFA (Orange + Green),50.8,39,25.5,1.18,2 GAL,3/9,
1621,ADFA (Orange + Green),57.75,51.75,41.5,1.37,2 GAL,3/9,
1622,ADFA (Orange + Green),50,51.5,37.5,1.5,2 GAL,3/9,
1623,ADFA (Orange + Green),52.4,57,31.5,1.23,2 GAL,3/9,
1624,ADFA (Orange + Green),57,62.5,51.25,1.4,2 GAL,3/9,
1625,ADFA (Orange + Green),65.1,52.5,35.8,1.22,2 GAL,3/9,
1626,ADFA (Orange + Green),59.5,35.4,21.6,1.1,2 GAL,3/18,
1627,ADFA (Orange + Green),54.2,66.3,49.1,1.45,2 GAL,3/18,
1628,ADFA (Orange + Green),50.3,50.7,24.7,1.17,2 GAL,3/18,
1629,HEAR,22.9,9.4,8.9,0.5,,3/18,
1630,ADFA (Orange + Green),63.8,56.6,41.2,0.99,2 GAL,3/18,
